EMPID,Team,Cluster,Qualification,Sex,Recruitment_Mode,Number of Certifications,Age,Last Year Rating,Years_Of_Exp,KPIs_Met? >80%,Performer_Award??,Avg_KPI_Score,Is_Retained?
51824,Technology,Cluster_26,Master's & above,m,other,1,34,3,5,0,0,82,0
27183,HR,Cluster_2,Bachelor's,f,referred,1,30,3,2,1,0,51,0
47137,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,29,3,2,1,0,47,0
38128,Technology,Cluster_26,Bachelor's,m,sourcing,1,48,4,8,0,0,79,0
60975,HR,Cluster_23,Master's & above,m,sourcing,1,37,1,11,0,0,47,0
57259,Technology,Cluster_7,Master's & above,m,other,2,37,3,5,1,1,94,1
63734,Procurement,Cluster_17,Master's & above,f,other,1,49,3,5,0,0,69,0
12781,Analytics,Cluster_28,Bachelor's,m,other,3,30,3,5,1,0,84,0
54652,Operations,Cluster_22,Master's & above,m,sourcing,1,43,3,12,0,0,58,0
70359,Sales & Marketing,Cluster_2,Bachelor's,m,other,3,30,2,6,1,0,53,0
1384,Technology,Cluster_2,Bachelor's,f,sourcing,1,25,2,3,1,0,79,0
77259,Analytics,Cluster_22,Bachelor's,m,other,1,45,3,6,0,0,85,0
13647,Sales & Marketing,Cluster_26,Bachelor's,m,sourcing,1,33,5,7,1,0,49,0
15449,Analytics,Cluster_7,Bachelor's,m,sourcing,1,33,5,7,1,0,87,0
7704,Operations,Cluster_5,Bachelor's,m,other,1,39,4,7,1,0,57,0
48523,Sales & Marketing,Cluster_9,Bachelor's,m,sourcing,1,29,2,3,1,0,49,0
31448,Technology,Cluster_2,Bachelor's,m,referred,1,29,5,4,1,0,78,0
20694,Analytics,Cluster_7,Bachelor's,m,other,1,36,3,8,1,0,80,0
75223,Operations,Cluster_22,Bachelor's,f,sourcing,1,38,4,9,0,0,72,1
14413,Sales & Marketing,Cluster_1,Bachelor's,m,other,1,42,5,8,0,0,58,0
44689,Operations,Cluster_22,Master's & above,f,other,1,46,1,12,0,0,55,0
1713,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,35,3,6,0,0,49,0
28879,Operations,Cluster_11,Bachelor's,m,sourcing,1,34,1,4,0,0,58,0
49139,Operations,Cluster_22,Bachelor's,f,sourcing,3,28,4,3,0,0,62,0
55609,Finance,Cluster_28,Bachelor's,f,sourcing,1,30,5,7,1,0,60,1
15450,Sales & Marketing,Cluster_32,Bachelor's,m,other,1,31,5,7,0,0,50,0
30953,Sales & Marketing,Cluster_31,Bachelor's,f,other,1,27,1,4,0,0,53,0
899,Sales & Marketing,Cluster_14,Bachelor's,m,sourcing,1,36,3,4,1,0,54,0
41161,Operations,Cluster_22,Bachelor's,m,other,1,40,5,3,1,1,60,1
77705,Sales & Marketing,Cluster_7,Bachelor's,m,other,1,50,5,6,0,0,48,0
18655,Operations,Cluster_19,Master's & above,m,other,1,40,3,2,0,0,57,0
75606,Technology,Cluster_13,Master's & above,m,sourcing,1,35,4,2,1,0,80,0
53595,Finance,Cluster_13,Bachelor's,m,sourcing,1,28,,1,1,0,60,0
73403,Technology,Cluster_22,Bachelor's,m,other,1,32,1,4,0,0,75,0
35205,Operations,Cluster_2,Bachelor's,m,other,2,54,5,6,1,0,60,0
75051,Operations,Cluster_5,Bachelor's,m,sourcing,1,29,5,3,1,0,58,1
6881,Sales & Marketing,Cluster_1,Bachelor's,m,other,1,32,5,3,0,0,46,0
52330,Operations,Cluster_12,Bachelor's,m,sourcing,1,27,5,5,0,0,57,0
54436,Analytics,Cluster_29,Bachelor's,f,sourcing,1,28,5,4,1,0,81,0
22632,Analytics,Cluster_7,Bachelor's,m,sourcing,2,36,5,7,1,0,83,0
69421,Procurement,Cluster_6,Bachelor's,f,other,1,36,1,10,0,0,69,0
61852,Operations,Cluster_32,Bachelor's,f,sourcing,1,32,4,8,0,0,65,0
56559,Operations,Cluster_27,Master's & above,m,other,1,41,4,11,0,0,62,0
7378,Sales & Marketing,Cluster_13,Master's & above,m,sourcing,1,31,4,4,1,0,48,0
47793,Finance,Cluster_2,Below Secondary,m,sourcing,3,21,3,2,0,0,60,0
4752,Procurement,Cluster_2,Bachelor's,f,other,1,59,2,15,0,0,66,0
63427,Sales & Marketing,Cluster_23,Master's & above,m,other,1,41,3,8,0,0,51,0
50703,Procurement,Cluster_31,Bachelor's,f,other,1,31,3,8,0,0,69,0
14799,Operations,Cluster_25,Bachelor's,f,sourcing,1,27,3,2,1,0,57,0
7716,Finance,Cluster_31,Bachelor's,m,sourcing,3,41,3,3,0,0,60,0
67332,Sales & Marketing,Cluster_19,Bachelor's,m,sourcing,1,30,5,6,0,0,49,0
853,HR,Cluster_22,Bachelor's,m,other,1,29,3,5,0,0,55,0
51850,Sales & Marketing,Cluster_12,Bachelor's,m,sourcing,1,45,3,6,0,0,47,0
17333,Procurement,Cluster_2,Bachelor's,f,sourcing,1,31,5,7,1,0,69,0
36481,Operations,Cluster_4,Bachelor's,m,sourcing,1,26,4,2,0,0,55,0
57758,Technology,Cluster_6,Bachelor's,m,other,1,32,3,3,0,0,76,0
52703,Sales & Marketing,Cluster_28,Bachelor's,m,sourcing,2,38,1,3,0,0,45,0
41766,Operations,Cluster_15,Bachelor's,m,other,1,31,3,7,0,0,61,0
15864,HR,Cluster_26,Bachelor's,f,other,1,26,3,3,0,0,47,0
62339,HR,Cluster_23,Bachelor's,m,other,1,31,3,6,1,0,51,0
22571,Sales & Marketing,Cluster_2,Master's & above,f,other,1,39,3,11,1,0,50,0
48528,Procurement,Cluster_2,Master's & above,f,sourcing,1,46,3,13,1,0,69,1
39514,Analytics,Cluster_30,Bachelor's,m,other,1,29,5,3,1,0,86,1
52026,Sales & Marketing,Cluster_16,Bachelor's,m,sourcing,1,44,2,4,0,0,48,0
25128,Analytics,Cluster_22,Bachelor's,m,other,1,36,4,3,1,0,88,0
68387,Operations,Cluster_28,Bachelor's,f,sourcing,1,28,3,5,0,0,58,0
11725,Sales & Marketing,Cluster_2,Master's & above,f,other,1,46,3,3,1,0,49,0
56074,Procurement,Cluster_29,Bachelor's,m,sourcing,1,35,5,2,1,0,69,0
73212,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,1,29,4,2,0,0,49,0
19117,HR,Cluster_22,Master's & above,f,other,1,36,5,13,0,0,52,0
52509,Finance,Cluster_2,Bachelor's,m,sourcing,1,31,4,4,1,0,63,0
53490,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,37,3,8,0,0,53,0
54827,Sales & Marketing,Cluster_28,,m,other,1,36,2,4,0,0,48,0
55894,Procurement,Cluster_27,Bachelor's,m,other,1,31,3,5,0,0,69,0
51061,Technology,Cluster_2,Bachelor's,f,other,3,33,1,9,0,0,76,0
18352,Technology,Cluster_16,Bachelor's,m,sourcing,1,26,3,3,1,0,79,0
52432,Finance,Cluster_3,Bachelor's,m,other,2,28,1,5,0,1,66,0
52614,Technology,Cluster_7,Bachelor's,f,sourcing,1,34,3,4,0,0,83,0
23297,Legal,Cluster_2,Bachelor's,m,other,1,52,5,2,0,0,55,0
38343,HR,Cluster_32,Bachelor's,f,other,1,32,1,5,0,0,51,0
48421,Technology,Cluster_2,Below Secondary,f,other,1,23,,1,0,0,76,0
11757,Finance,Cluster_11,Bachelor's,f,other,1,29,4,9,1,0,58,0
55559,HR,Cluster_28,Bachelor's,m,sourcing,1,31,5,3,0,0,52,0
32971,Operations,Cluster_2,Bachelor's,f,sourcing,1,39,4,5,0,0,58,0
4918,Sales & Marketing,Cluster_12,Bachelor's,f,other,1,26,5,3,1,0,54,0
38347,Procurement,Cluster_17,Bachelor's,m,sourcing,1,31,3,9,0,0,73,0
36565,Operations,Cluster_27,Master's & above,m,other,1,38,4,12,0,0,59,0
19348,Sales & Marketing,Cluster_6,Bachelor's,m,other,1,38,4,9,0,0,48,0
32863,Procurement,Cluster_2,Bachelor's,m,sourcing,1,53,2,4,0,0,72,0
28872,HR,Cluster_32,Bachelor's,m,other,1,30,3,5,0,0,57,0
14132,Analytics,Cluster_2,Bachelor's,m,other,2,41,2,13,1,0,82,1
26382,Sales & Marketing,Cluster_2,,m,referred,1,25,5,2,0,0,46,0
16788,HR,Cluster_2,Bachelor's,m,other,1,46,4,15,1,0,47,0
5286,Technology,Cluster_23,Bachelor's,m,other,1,26,4,2,0,0,78,0
7945,Technology,Cluster_13,Bachelor's,f,sourcing,2,33,2,4,0,0,79,0
22738,R&D,Cluster_22,Bachelor's,m,sourcing,1,34,5,5,0,0,84,0
64483,Procurement,Cluster_2,Bachelor's,f,other,1,29,1,3,0,0,72,0
20601,Analytics,Cluster_2,,m,sourcing,1,28,5,8,0,0,87,0
31727,Procurement,Cluster_13,Bachelor's,m,other,1,34,3,8,0,0,73,0
2363,Procurement,Cluster_4,Master's & above,f,sourcing,1,35,4,6,0,0,63,0
34577,Sales & Marketing,Cluster_11,Bachelor's,f,sourcing,1,26,,1,0,0,47,0
8908,Procurement,Cluster_7,Master's & above,m,sourcing,2,41,3,11,0,0,69,0
8860,Sales & Marketing,Cluster_7,,m,other,2,25,5,2,1,0,44,0
70361,Sales & Marketing,Cluster_25,Bachelor's,f,sourcing,1,29,3,2,0,0,49,0
48039,Sales & Marketing,Cluster_17,Bachelor's,m,sourcing,1,40,3,6,0,0,49,0
64698,Operations,Cluster_15,Master's & above,m,referred,1,36,5,8,1,1,62,0
12390,Operations,Cluster_24,Bachelor's,m,other,1,27,1,3,0,0,59,0
71704,Operations,Cluster_7,Bachelor's,m,other,1,42,3,4,0,0,60,0
18250,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,46,1,15,0,0,49,0
29951,Operations,Cluster_7,Bachelor's,m,other,1,25,3,2,0,0,61,0
57380,Operations,Cluster_22,Bachelor's,f,other,1,37,3,4,1,0,62,0
47532,Operations,Cluster_27,Bachelor's,m,other,1,26,5,3,1,0,60,0
59471,Technology,Cluster_7,Bachelor's,m,sourcing,1,41,5,9,1,0,84,0
7578,Procurement,Cluster_4,Master's & above,m,other,1,46,4,11,0,0,70,0
56125,Finance,Cluster_7,Bachelor's,f,other,1,27,5,3,0,0,55,0
76225,Analytics,Cluster_22,Bachelor's,m,referred,2,32,3,9,0,0,81,0
59927,Operations,Cluster_15,Bachelor's,m,other,1,29,4,3,1,0,59,0
74610,Analytics,Cluster_22,Bachelor's,f,other,2,27,3,4,0,1,81,1
37695,Finance,Cluster_2,Bachelor's,f,other,1,48,5,12,0,0,61,0
234,Legal,Cluster_11,Bachelor's,m,sourcing,1,37,4,10,0,0,56,0
32839,Operations,Cluster_19,Master's & above,m,sourcing,1,48,3,9,0,0,61,0
28602,Analytics,Cluster_22,,m,sourcing,2,27,3,2,0,0,83,0
12658,Analytics,Cluster_28,Bachelor's,m,sourcing,1,37,2,3,0,0,83,0
51168,Legal,Cluster_7,Below Secondary,m,sourcing,1,28,3,2,1,0,59,0
48671,Analytics,Cluster_7,Bachelor's,m,other,1,35,5,5,0,0,89,0
8253,HR,Cluster_2,Master's & above,m,sourcing,1,45,4,5,0,0,47,0
36154,Sales & Marketing,Cluster_19,Bachelor's,m,sourcing,1,35,1,4,0,0,48,0
15514,Sales & Marketing,Cluster_2,,m,other,1,32,4,7,0,0,50,0
56685,Sales & Marketing,Cluster_9,Bachelor's,m,sourcing,1,27,3,4,0,0,51,0
69079,Operations,Cluster_15,Bachelor's,m,other,1,38,5,9,1,0,61,0
1906,Sales & Marketing,Cluster_11,Bachelor's,m,sourcing,2,28,3,3,0,0,49,0
15025,Procurement,Cluster_6,Bachelor's,m,other,3,27,4,3,1,0,68,1
1655,Operations,Cluster_22,Bachelor's,m,other,2,30,3,5,0,0,59,0
1771,Technology,Cluster_17,Bachelor's,m,other,1,39,4,14,0,0,88,1
66009,Sales & Marketing,Cluster_2,Bachelor's,m,other,2,31,3,4,0,0,49,0
9699,Technology,Cluster_13,Bachelor's,f,other,1,26,1,3,0,0,77,0
63774,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,31,4,5,1,0,49,1
23788,Technology,Cluster_31,Bachelor's,m,other,1,41,3,4,0,0,78,0
28610,Sales & Marketing,Cluster_16,Bachelor's,f,other,1,40,4,7,0,0,45,0
54263,Analytics,Cluster_2,Bachelor's,f,other,2,34,4,5,0,0,83,0
34733,Operations,Cluster_13,Bachelor's,m,other,1,30,3,5,0,0,59,0
2682,Technology,Cluster_5,Bachelor's,m,other,1,33,3,6,1,0,74,0
30417,Sales & Marketing,Cluster_16,Bachelor's,m,sourcing,1,26,,1,0,0,49,0
14634,Procurement,Cluster_2,Below Secondary,m,other,1,25,,1,0,0,72,0
4560,Operations,Cluster_15,Master's & above,m,other,1,36,1,4,1,0,58,0
7088,HR,Cluster_2,Master's & above,m,sourcing,1,60,4,3,0,0,44,0
73722,Procurement,Cluster_13,Bachelor's,f,sourcing,2,24,,1,0,0,66,0
77332,Procurement,Cluster_16,Bachelor's,f,other,3,30,3,5,1,1,73,0
60744,Operations,Cluster_2,Bachelor's,f,sourcing,1,35,5,10,1,0,58,0
12147,Procurement,Cluster_34,Bachelor's,m,other,1,29,5,4,1,0,70,0
24140,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,54,3,14,0,0,47,0
71511,Technology,Cluster_2,Bachelor's,m,sourcing,1,31,4,4,1,0,83,0
11201,Analytics,Cluster_11,Bachelor's,m,other,1,28,5,4,1,0,85,0
27020,Sales & Marketing,Cluster_7,Master's & above,m,sourcing,2,33,3,2,0,0,52,0
49626,Analytics,Cluster_2,,m,sourcing,1,32,5,5,0,0,85,0
72714,Operations,Cluster_7,Bachelor's,f,other,1,37,4,9,1,0,55,0
40608,Analytics,Cluster_22,Bachelor's,m,sourcing,2,30,5,9,1,0,85,0
23204,Operations,Cluster_2,Bachelor's,f,other,1,31,4,5,1,0,60,0
76387,Operations,Cluster_7,Bachelor's,m,other,1,30,1,5,0,0,59,0
37768,Technology,Cluster_23,Master's & above,m,sourcing,1,34,4,7,0,0,79,0
4599,R&D,Cluster_3,Master's & above,m,sourcing,2,38,3,3,0,0,83,0
65189,Operations,Cluster_29,Bachelor's,f,sourcing,1,28,3,4,0,0,60,0
58232,Procurement,Cluster_2,Master's & above,m,sourcing,1,31,,1,0,0,69,0
15197,Technology,Cluster_22,Master's & above,m,sourcing,2,33,3,6,0,0,82,0
74169,Operations,Cluster_16,Bachelor's,m,other,1,36,3,9,0,0,58,0
13182,Sales & Marketing,Cluster_22,Bachelor's,f,other,2,27,,1,0,0,56,0
74387,Procurement,Cluster_2,Bachelor's,m,sourcing,1,36,2,9,1,0,70,0
19356,Procurement,Cluster_30,Master's & above,m,other,1,33,4,9,0,0,69,0
61723,Sales & Marketing,Cluster_16,Master's & above,m,other,1,48,3,9,0,0,44,0
54653,Procurement,Cluster_2,Bachelor's,m,sourcing,3,34,1,3,0,0,71,0
46722,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,35,4,8,1,0,49,0
49225,Sales & Marketing,Cluster_24,Bachelor's,m,sourcing,1,32,4,7,0,0,50,0
19081,Sales & Marketing,Cluster_2,,m,other,1,58,1,17,0,0,53,0
21715,Operations,Cluster_19,Bachelor's,m,sourcing,1,33,4,6,1,0,57,0
15306,Operations,Cluster_22,Master's & above,f,other,1,35,3,4,0,1,96,1
8519,Procurement,Cluster_2,Bachelor's,m,sourcing,1,60,3,3,0,0,72,0
17604,Sales & Marketing,Cluster_15,Bachelor's,m,other,1,31,4,4,1,0,45,0
45945,Operations,Cluster_2,Bachelor's,m,sourcing,1,29,5,2,1,0,63,0
42466,Operations,Cluster_6,Bachelor's,f,other,2,33,3,3,0,0,58,0
48269,Procurement,Cluster_2,Bachelor's,m,other,2,37,3,9,0,0,72,0
37198,Sales & Marketing,Cluster_2,,f,other,1,23,3,1,0,0,46,0
27996,Technology,Cluster_12,Bachelor's,m,other,2,26,2,3,0,0,77,0
52865,Legal,Cluster_5,Bachelor's,m,sourcing,1,29,3,5,0,0,61,0
21486,Sales & Marketing,Cluster_22,Master's & above,f,sourcing,1,36,1,7,0,0,54,0
55513,Legal,Cluster_27,Bachelor's,m,other,1,33,3,4,0,0,61,0
1014,Operations,Cluster_2,Bachelor's,f,other,1,32,5,5,1,0,56,0
68506,Procurement,Cluster_2,Bachelor's,m,sourcing,2,51,1,24,0,0,67,0
55670,Procurement,Cluster_2,Bachelor's,m,sourcing,1,37,3,11,0,0,70,0
7371,R&D,Cluster_7,Master's & above,m,other,1,35,5,7,1,0,83,0
78258,R&D,Cluster_27,Bachelor's,m,sourcing,2,33,3,5,1,0,88,0
14062,Operations,Cluster_2,Bachelor's,m,sourcing,1,33,3,5,1,0,53,0
31467,Procurement,Cluster_2,Master's & above,m,sourcing,1,58,4,7,0,0,68,0
54632,Finance,Cluster_31,Bachelor's,m,sourcing,1,30,4,2,0,0,58,0
28048,Sales & Marketing,Cluster_5,Bachelor's,m,other,1,37,2,10,0,0,49,0
57867,Sales & Marketing,Cluster_26,Bachelor's,m,sourcing,2,33,1,5,0,0,50,0
76079,Analytics,Cluster_22,Bachelor's,m,referred,1,29,,1,1,0,87,0
61413,Technology,Cluster_23,Master's & above,f,sourcing,1,38,5,10,1,0,82,0
64875,Sales & Marketing,Cluster_24,Bachelor's,m,sourcing,1,34,1,8,0,0,53,0
42166,Sales & Marketing,Cluster_22,Bachelor's,m,sourcing,1,38,4,2,1,0,51,0
46076,Operations,Cluster_13,Bachelor's,f,sourcing,1,37,5,7,1,0,59,0
13621,Sales & Marketing,Cluster_25,Bachelor's,m,other,1,29,4,3,0,0,49,0
16856,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,60,3,6,0,1,49,0
78272,Sales & Marketing,Cluster_28,Bachelor's,f,other,1,31,5,2,0,0,48,0
8733,R&D,Cluster_7,Bachelor's,m,sourcing,1,30,4,2,1,0,87,0
34169,Procurement,Cluster_13,Bachelor's,f,sourcing,1,36,3,9,1,0,66,0
38340,Operations,Cluster_14,Bachelor's,f,other,1,35,3,10,0,0,61,0
23594,R&D,Cluster_26,Bachelor's,m,sourcing,1,41,3,7,1,1,81,0
15643,Technology,Cluster_7,Bachelor's,f,sourcing,1,30,3,4,0,0,89,1
14574,Sales & Marketing,Cluster_9,Bachelor's,f,sourcing,1,29,3,5,0,0,53,0
17036,HR,Cluster_26,Bachelor's,m,other,1,30,3,5,1,0,90,1
39162,Procurement,Cluster_2,Bachelor's,f,sourcing,1,55,3,8,0,0,69,0
20980,Sales & Marketing,Cluster_31,,m,other,1,34,3,4,0,0,51,0
63484,Analytics,Cluster_29,Master's & above,m,other,1,38,3,4,1,0,81,0
57264,HR,Cluster_5,Bachelor's,f,sourcing,1,32,5,7,1,0,52,0
60486,Operations,Cluster_2,Bachelor's,m,other,1,38,2,10,0,0,59,0
5212,Sales & Marketing,Cluster_29,Master's & above,m,sourcing,1,47,3,17,0,0,49,0
44764,Operations,Cluster_32,Bachelor's,f,other,1,42,5,15,0,0,65,0
74447,Operations,Cluster_22,Master's & above,m,other,1,31,5,4,1,0,57,1
3957,Technology,Cluster_2,Master's & above,m,sourcing,2,38,3,9,1,0,91,1
39359,Technology,Cluster_2,Bachelor's,f,sourcing,1,32,1,4,0,0,72,0
67043,Operations,Cluster_2,Below Secondary,m,sourcing,1,23,3,2,0,0,59,0
44245,Sales & Marketing,Cluster_22,Master's & above,f,sourcing,1,41,5,13,0,0,44,0
6110,Technology,Cluster_16,Bachelor's,m,sourcing,1,51,5,3,1,1,84,0
37480,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,45,4,12,0,0,44,0
10471,Sales & Marketing,Cluster_32,,m,sourcing,1,34,3,5,0,0,46,0
68376,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,29,,1,1,1,92,1
10233,Analytics,Cluster_30,Bachelor's,m,other,1,30,3,4,0,0,90,0
40681,Sales & Marketing,Cluster_31,Bachelor's,m,sourcing,1,38,4,4,1,0,48,0
63806,Operations,Cluster_22,Bachelor's,f,sourcing,1,48,5,3,1,0,63,1
43489,HR,Cluster_7,Master's & above,m,other,1,38,4,3,0,0,49,0
5777,Legal,Cluster_2,Bachelor's,m,other,1,31,3,4,1,0,59,0
288,Legal,Cluster_22,Bachelor's,m,sourcing,1,30,4,3,0,0,62,0
11102,Technology,Cluster_13,Bachelor's,m,referred,1,31,3,3,1,0,80,1
64826,Sales & Marketing,Cluster_4,Master's & above,f,sourcing,1,34,3,9,1,0,45,0
32340,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,60,1,11,0,0,48,0
14958,Operations,Cluster_2,Master's & above,m,sourcing,1,40,2,12,0,0,58,0
13418,Procurement,Cluster_26,Master's & above,m,sourcing,1,55,3,7,0,0,69,0
49877,Sales & Marketing,Cluster_16,Bachelor's,m,sourcing,2,45,3,5,0,0,48,0
31551,Sales & Marketing,Cluster_6,Bachelor's,m,sourcing,2,29,1,4,0,0,51,0
34471,R&D,Cluster_26,Master's & above,m,other,1,27,4,5,1,0,84,0
76873,Sales & Marketing,Cluster_28,Master's & above,f,sourcing,1,34,4,7,0,0,64,1
40820,Analytics,Cluster_20,Bachelor's,m,sourcing,2,28,3,4,1,0,85,0
9970,Sales & Marketing,Cluster_2,Bachelor's,m,referred,1,37,1,5,0,0,50,0
56024,Sales & Marketing,Cluster_21,Bachelor's,m,sourcing,1,35,4,9,1,1,50,0
12831,Sales & Marketing,Cluster_8,Bachelor's,m,sourcing,1,30,2,3,1,0,51,0
35457,Analytics,Cluster_2,Bachelor's,m,sourcing,1,36,3,5,1,0,81,0
67745,Operations,Cluster_27,Master's & above,f,other,1,39,5,4,0,0,62,0
14080,Technology,Cluster_13,Master's & above,m,other,1,54,1,4,0,0,78,0
6619,Sales & Marketing,Cluster_2,Bachelor's,m,other,2,25,,1,1,0,50,0
2552,Legal,Cluster_26,Bachelor's,m,sourcing,1,34,1,6,0,0,61,0
46198,Sales & Marketing,Cluster_29,Master's & above,m,sourcing,1,32,1,7,0,0,47,0
74371,Finance,Cluster_26,Bachelor's,m,other,1,29,5,6,0,0,66,0
17514,Technology,Cluster_14,Bachelor's,m,other,3,32,5,5,1,0,84,1
37687,Sales & Marketing,Cluster_29,Bachelor's,f,sourcing,1,27,3,2,0,0,53,0
41750,Procurement,Cluster_7,Bachelor's,f,sourcing,1,32,5,7,1,0,73,1
3631,Sales & Marketing,Cluster_4,Master's & above,m,sourcing,2,40,1,3,0,0,51,0
66626,Sales & Marketing,Cluster_22,Bachelor's,m,other,8,26,,1,0,0,47,0
72122,Sales & Marketing,Cluster_20,Master's & above,m,other,1,35,4,9,0,0,45,0
33770,Operations,Cluster_29,Bachelor's,m,sourcing,1,34,4,2,0,0,61,0
69513,Analytics,Cluster_22,Master's & above,f,other,1,32,1,6,0,0,85,0
67245,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,26,,1,1,1,90,1
369,Technology,Cluster_31,Bachelor's,m,other,2,29,3,2,0,0,79,0
5911,Operations,Cluster_13,Bachelor's,m,other,3,38,4,12,1,0,58,0
39041,Operations,Cluster_14,Master's & above,m,other,1,38,5,7,1,0,58,0
54598,Operations,Cluster_30,Bachelor's,m,sourcing,1,45,5,7,0,0,57,0
64874,Sales & Marketing,Cluster_7,Bachelor's,m,other,2,31,4,6,0,0,48,0
22416,Analytics,Cluster_2,,m,sourcing,1,26,5,5,1,0,84,0
76198,Technology,Cluster_2,Bachelor's,f,sourcing,1,42,1,4,0,0,79,0
47111,Analytics,Cluster_22,Master's & above,m,sourcing,1,27,,1,0,0,85,0
10025,Analytics,Cluster_34,Bachelor's,m,other,1,27,4,3,0,0,88,0
78132,Sales & Marketing,Cluster_4,Master's & above,m,other,1,57,1,16,0,0,47,0
12109,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,1,47,1,6,0,0,50,0
20760,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,41,3,15,0,0,54,0
63610,Analytics,Cluster_31,Bachelor's,m,sourcing,1,29,3,6,0,0,85,0
926,Technology,Cluster_10,Bachelor's,m,sourcing,1,33,3,7,0,0,80,0
50934,Sales & Marketing,Cluster_27,Bachelor's,m,sourcing,1,33,4,5,1,0,46,0
10265,HR,Cluster_26,Bachelor's,m,other,1,31,5,9,1,0,47,0
51856,Sales & Marketing,Cluster_23,Bachelor's,m,other,1,33,3,9,1,0,52,1
38641,Operations,Cluster_4,Master's & above,m,sourcing,1,42,3,5,0,0,65,0
34952,Technology,Cluster_7,Bachelor's,f,other,2,31,3,5,0,0,76,0
51395,Sales & Marketing,Cluster_2,Master's & above,f,sourcing,2,35,3,9,0,0,49,0
51090,Technology,Cluster_2,Bachelor's,f,other,1,47,3,17,0,0,84,0
8403,Analytics,Cluster_31,Master's & above,m,sourcing,1,35,5,9,0,0,85,0
59652,R&D,Cluster_2,Master's & above,m,other,2,42,1,14,0,0,87,0
3790,Sales & Marketing,Cluster_22,Master's & above,m,other,1,41,5,6,1,0,49,0
36105,Procurement,Cluster_23,Bachelor's,m,other,1,33,4,2,1,0,70,0
75204,Operations,Cluster_32,Bachelor's,m,sourcing,1,27,5,5,0,0,63,0
44358,Legal,Cluster_4,Bachelor's,m,other,1,30,4,3,1,0,60,0
67081,Finance,Cluster_2,Master's & above,f,sourcing,1,40,4,9,1,0,58,0
30552,Sales & Marketing,Cluster_6,Bachelor's,m,sourcing,1,31,,1,0,0,45,0
3319,Analytics,Cluster_2,,m,other,1,25,5,2,1,0,86,0
32419,Procurement,Cluster_2,Bachelor's,f,sourcing,3,42,5,14,1,0,67,0
1628,Finance,Cluster_7,Below Secondary,m,other,1,25,,1,0,0,63,0
5837,Operations,Cluster_13,Bachelor's,m,sourcing,1,53,4,10,0,0,58,0
12603,Procurement,Cluster_14,Bachelor's,m,sourcing,1,26,3,2,0,0,70,0
1768,Analytics,Cluster_26,Bachelor's,m,sourcing,1,31,5,4,1,0,84,0
35368,Operations,Cluster_27,Bachelor's,f,sourcing,1,43,3,10,1,0,62,1
44684,Finance,Cluster_2,Bachelor's,f,other,1,33,3,6,0,0,58,0
3428,Sales & Marketing,Cluster_11,Bachelor's,m,other,1,41,5,13,0,0,47,0
22187,Procurement,Cluster_2,Bachelor's,m,referred,1,30,1,8,1,0,71,0
56847,Technology,Cluster_11,Bachelor's,m,other,1,30,4,4,1,0,81,0
5968,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,1,32,3,3,0,0,52,0
17993,Operations,Cluster_22,Bachelor's,m,other,1,33,1,7,0,0,58,0
60010,HR,Cluster_2,Bachelor's,f,referred,1,32,3,7,0,0,50,0
4001,Finance,Cluster_26,Bachelor's,m,other,3,26,3,4,1,0,60,0
39833,Sales & Marketing,Cluster_13,Master's & above,m,other,3,36,3,9,0,0,44,0
36675,Procurement,Cluster_13,Master's & above,f,sourcing,1,32,3,6,0,0,71,0
9815,Technology,Cluster_15,Bachelor's,m,other,1,36,1,5,0,0,82,0
60871,Sales & Marketing,Cluster_31,Master's & above,m,sourcing,1,38,2,3,1,0,48,0
1162,Sales & Marketing,Cluster_10,Bachelor's,m,other,1,33,2,7,0,0,52,0
34355,Sales & Marketing,Cluster_16,Master's & above,m,other,1,49,3,3,0,0,49,0
1036,Operations,Cluster_27,Bachelor's,m,sourcing,1,35,3,6,1,0,64,0
41799,Sales & Marketing,Cluster_23,Master's & above,m,sourcing,1,40,3,10,0,0,53,0
15473,HR,Cluster_2,Bachelor's,m,sourcing,1,26,5,2,0,0,48,0
20489,Analytics,Cluster_26,Bachelor's,m,other,1,32,4,4,0,0,85,0
56080,Procurement,Cluster_2,Bachelor's,f,other,2,30,5,9,1,0,73,0
77619,Sales & Marketing,Cluster_23,Master's & above,m,other,1,36,4,5,0,0,50,0
46650,Sales & Marketing,Cluster_7,Bachelor's,m,other,1,43,2,5,0,0,51,0
